g19user_story_1021_AND_user_story_1036@0@g19@1021@As an OlderPerson, I want to #use# #ALFRED# as much as possible with speech interaction.@1036@As an OlderPerson, I want to #use# #ALFRED# to pay for small amounts.@2@2@0@True@False@False@True
g19user_story_1098_AND_user_story_1107@452@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1108@453@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1109@454@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1110@455@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1113@456@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1115@457@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@2@2@0@False@True@False@True
g19user_story_1098_AND_user_story_1116@458@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@2@2@0@False@True@False@True
g19user_story_1098_AND_user_story_1121@459@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@2@2@0@False@True@False@True
g19user_story_1098_AND_user_story_1122@460@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1126@461@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1128@462@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@2@2@0@False@True@False@True
g19user_story_1098_AND_user_story_1129@463@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@1@1@0@True@False@False@True
g19user_story_1098_AND_user_story_1134@464@g19@1098@As an OlderPerson, I want to #have# #ALFRED# to enable me to #have# face to face contacts as well, so that I do not just #have# virtual contacts over #ALFRED#.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@1@1@0@True@False@False@True
g19user_story_1105_AND_user_story_1106@465@g19@1105@As an OlderPerson, I want to #have# the #ALFRED shirt# to look good.@1106@As an OlderPerson, I want to #have# the #ALFRED shirt# has to be non stigmatizing.@2@2@0@False@True@False@True
g19user_story_1107_AND_user_story_1108@466@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@2@2@0@False@True@False@True
g19user_story_1107_AND_user_story_1109@467@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@2@2@0@False@True@False@True
g19user_story_1107_AND_user_story_1110@468@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@2@2@0@False@True@False@True
g19user_story_1107_AND_user_story_1113@469@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1@1@0@True@False@False@True
g19user_story_1107_AND_user_story_1115@470@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1@1@0@True@False@False@True
g19user_story_1107_AND_user_story_1116@471@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1@1@0@True@False@False@True
g19user_story_1107_AND_user_story_1121@472@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1@1@0@True@False@False@True
g19user_story_1107_AND_user_story_1122@473@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@2@2@0@False@True@False@True
g19user_story_1107_AND_user_story_1126@474@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@2@2@0@False@True@False@True
g19user_story_1107_AND_user_story_1128@475@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1@1@0@True@False@False@True
g19user_story_1107_AND_user_story_1129@476@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@2@2@0@False@True@False@True
g19user_story_1107_AND_user_story_1134@477@g19@1107@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's blood pressure.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@2@2@0@False@True@False@True
g19user_story_1108_AND_user_story_1109@478@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@2@2@0@False@True@False@True
g19user_story_1108_AND_user_story_1110@479@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@2@2@0@False@True@False@True
g19user_story_1108_AND_user_story_1113@480@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1@1@0@True@False@False@True
g19user_story_1108_AND_user_story_1115@481@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1@1@0@True@False@False@True
g19user_story_1108_AND_user_story_1116@482@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1@1@0@True@False@False@True
g19user_story_1108_AND_user_story_1121@483@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1@1@0@True@False@False@True
g19user_story_1108_AND_user_story_1122@484@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@2@2@0@False@True@False@True
g19user_story_1108_AND_user_story_1126@485@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@2@2@0@False@True@False@True
g19user_story_1108_AND_user_story_1128@486@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1@1@0@True@False@False@True
g19user_story_1108_AND_user_story_1129@487@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@2@2@0@False@True@False@True
g19user_story_1108_AND_user_story_1134@488@g19@1108@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's body temperature.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@2@2@0@False@True@False@True
g19user_story_1109_AND_user_story_1110@489@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@2@2@0@False@True@False@True
g19user_story_1109_AND_user_story_1113@490@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1@1@0@True@False@False@True
g19user_story_1109_AND_user_story_1115@491@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1@1@0@True@False@False@True
g19user_story_1109_AND_user_story_1116@492@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1@1@0@True@False@False@True
g19user_story_1109_AND_user_story_1121@493@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1@1@0@True@False@False@True
g19user_story_1109_AND_user_story_1122@494@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@2@2@0@False@True@False@True
g19user_story_1109_AND_user_story_1126@495@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@2@2@0@False@True@False@True
g19user_story_1109_AND_user_story_1128@496@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1@1@0@True@False@False@True
g19user_story_1109_AND_user_story_1129@497@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@2@2@0@False@True@False@True
g19user_story_1109_AND_user_story_1134@498@g19@1109@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's heart rate.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@2@2@0@False@True@False@True
g19user_story_1110_AND_user_story_1113@499@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1@1@0@True@False@False@True
g19user_story_1110_AND_user_story_1115@500@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1@1@0@True@False@False@True
g19user_story_1110_AND_user_story_1116@501@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1@1@0@True@False@False@True
g19user_story_1110_AND_user_story_1121@502@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1@1@0@True@False@False@True
g19user_story_1110_AND_user_story_1122@503@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@2@2@0@False@True@False@True
g19user_story_1110_AND_user_story_1126@504@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@2@2@0@False@True@False@True
g19user_story_1110_AND_user_story_1128@505@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1@1@0@True@False@False@True
g19user_story_1110_AND_user_story_1129@506@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@2@2@0@False@True@False@True
g19user_story_1110_AND_user_story_1134@507@g19@1110@As a MedicalCaregiver, I want to #have# #ALFRED# to be able to determine the user's breathing frequency.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@2@2@0@False@True@False@True
g19user_story_1113_AND_user_story_1115@508@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1@1@0@True@False@False@True
g19user_story_1113_AND_user_story_1116@509@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1@1@0@True@False@False@True
g19user_story_1113_AND_user_story_1121@510@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1@1@0@True@False@False@True
g19user_story_1113_AND_user_story_1122@511@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1@1@0@True@False@False@True
g19user_story_1113_AND_user_story_1126@512@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1@1@0@True@False@False@True
g19user_story_1113_AND_user_story_1128@513@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1@1@0@True@False@False@True
g19user_story_1113_AND_user_story_1129@514@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@1@1@0@True@False@False@True
g19user_story_1113_AND_user_story_1134@515@g19@1113@As a SocialCaregiver, I want to #have# #ALFRED# to be able to recognize pain and or stress by using skin conduction sensors.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@1@1@0@True@False@False@True
g19user_story_1115_AND_user_story_1116@516@g19@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@2@2@0@False@True@False@True
g19user_story_1115_AND_user_story_1121@517@g19@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@2@2@0@False@True@False@True
g19user_story_1115_AND_user_story_1122@518@g19@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1@1@0@True@False@False@True
g19user_story_1115_AND_user_story_1126@519@g19@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1@1@0@True@False@False@True
g19user_story_1115_AND_user_story_1128@520@g19@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@2@2@0@False@True@False@True
g19user_story_1115_AND_user_story_1129@521@g19@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@1@1@0@True@False@False@True
g19user_story_1115_AND_user_story_1134@522@g19@1115@As an OlderPerson, I want to #have# #ALFRED# to give me goals and missions that encourage me to do new activities and exercises and to go out.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@1@1@0@True@False@False@True
g19user_story_1116_AND_user_story_1121@523@g19@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@2@2@0@False@True@False@True
g19user_story_1116_AND_user_story_1122@524@g19@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1@1@0@True@False@False@True
g19user_story_1116_AND_user_story_1126@525@g19@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1@1@0@True@False@False@True
g19user_story_1116_AND_user_story_1128@526@g19@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@2@2@0@False@True@False@True
g19user_story_1116_AND_user_story_1129@527@g19@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@1@1@0@True@False@False@True
g19user_story_1116_AND_user_story_1134@528@g19@1116@As an OlderPerson, I want to #have# #ALFRED# to set limits in the games duration as I get bored easily.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@1@1@0@True@False@False@True
g19user_story_1121_AND_user_story_1122@529@g19@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1@1@0@True@False@False@True
g19user_story_1121_AND_user_story_1126@530@g19@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1@1@0@True@False@False@True
g19user_story_1121_AND_user_story_1128@531@g19@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@2@2@0@False@True@False@True
g19user_story_1121_AND_user_story_1129@532@g19@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@1@1@0@True@False@False@True
g19user_story_1121_AND_user_story_1134@533@g19@1121@As an OlderPerson, I want to #have# #ALFRED# to remind me to keep a good body posture.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@1@1@0@True@False@False@True
g19user_story_1122_AND_user_story_1126@534@g19@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@2@2@0@False@True@False@True
g19user_story_1122_AND_user_story_1128@535@g19@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1@1@0@True@False@False@True
g19user_story_1122_AND_user_story_1129@536@g19@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@2@2@0@False@True@False@True
g19user_story_1122_AND_user_story_1134@537@g19@1122@As a MedicalCaregiver, I want to #have# #ALFRED# to remind people to exercise regularly.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@2@2@0@False@True@False@True
g19user_story_1126_AND_user_story_1128@538@g19@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1@1@0@True@False@False@True
g19user_story_1126_AND_user_story_1129@539@g19@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@2@2@0@False@True@False@True
g19user_story_1126_AND_user_story_1134@540@g19@1126@As a MedicalCaregiver, I want to #have# #ALFRED# to offer training for specific muscle groups.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@2@2@0@False@True@False@True
g19user_story_1128_AND_user_story_1129@541@g19@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@1@1@0@True@False@False@True
g19user_story_1128_AND_user_story_1134@542@g19@1128@As an OlderPerson, I want to #have# #ALFRED# to help to motivate me during the week to do exercise that should change daily, as the constant change motivates me.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@1@1@0@True@False@False@True
g19user_story_1129_AND_user_story_1134@543@g19@1129@As a MedicalCaregiver, I want to #have# #ALFRED# to propose me games that require the combination of mental and physical exercise, such as opposing motion exercises of the arms and legs.@1134@As a MedicalCaregiver, I want to #have# #ALFRED# to propose training that promotes complex thinking.@2@2@0@False@True@False@True
g19user_story_1140_AND_user_story_1148@544@g19@1140@As a developer, I want to #have# an #easy way# to manage the pricing modality of my Apps.@1148@As a developer, I want to #have# an #easy way# to define questions the user can ask and perform.@2@2@0@False@True@False@True
g19user_story_1140_AND_user_story_1151@545@g19@1140@As a developer, I want to #have# an #easy way# to manage the pricing modality of my Apps.@1151@As a developer, I want to #have# an #easy way# to read data from health sensors the user is wearing.@2@2@0@False@True@False@True
g19user_story_1148_AND_user_story_1151@546@g19@1148@As a developer, I want to #have# an #easy way# to define questions the user can ask and perform.@1151@As a developer, I want to #have# an #easy way# to read data from health sensors the user is wearing.@2@2@0@False@True@False@True
